Group,Detector,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49,Value_50,Value_51,Value_52,Value_53,Value_54,Value_55,Value_56,Value_57,Value_58,Value_59,Value_60,Value_61,Value_62,Value_63,Value_64,Value_65,Value_66,Value_67,Value_68,Value_69,Value_70,Value_71,Value_72,Value_73,Value_74,Value_75,Value_76,Value_77,Value_78,Value_79,Value_80
group_77,ET_1,228291.32219609708,209489.16863688317,-14781243.29531412,166.20300690198343,23682.31225483727,68716150.33992887,-1071.104826622719,66363130.63642293,12314.938188238957,209489.16863688317,196097.58754966795,-13678389.808146479,-3118.227913363109,19706.31565330162,42188466.502844825,-2278.299723612742,39965304.53333051,10278.569880178165,-14781243.29531412,-13678389.808146479,962724932.5929863,-96.36292750793456,-1431987.036802037,-3332342063.727878,68943.57458813618,-3175592905.5359964,-744742.7155730054,166.20300690198343,-3118.227913363109,-96.36292750793456,6153.566938019683,112.73506858600348,-5564.238599139428,2617.740978779085,-6055.553043983258,-0.04714308423244565,23682.31225483727,19706.31565330162,-1431987.036802037,112.73506858600348,4294.774939956455,26450106.43284239,-160.12738607196025,26261352.114108644,2232.412059407414,68716150.33992887,42188466.502844825,-3332342063.727878,-5564.238599139428,26450106.43284239,351415805960.6951,-1304878.904238387,355155020072.0892,13753251.38878069,-1071.104826622719,-2278.299723612742,68943.57458813618,2617.740978779085,-160.12738607196025,-1304878.904238387,1123.6833549911307,-1296508.2984246237,-108.23428035397998,66363130.63642293,39965304.53333051,-3175592905.5359964,-6055.553043983258,26261352.114108644,355155020072.0892,-1296508.2984246237,359039315780.22327,13655034.583443796,12314.938188238957,10278.569880178165,-744742.7155730054,-0.04714308423244565,2232.412059407414,13753251.38878069,-108.23428035397998,13655034.583443796,1160.9609743263313
group_77,ET_2,101984.53319643288,76216.40144775421,-6087082.589316974,-2179.858846185468,11080.317330170523,32797439.955314826,-1324.664433905477,31840941.83387135,5299.249857608877,76216.40144775421,62145.88863862196,-4690221.166931499,-2142.8142566081583,6257.499123442589,4406705.284751179,-1285.4814636962008,3625029.1080256663,2993.335279248102,-6087082.589316974,-4690221.166931499,376146491.9094323,-75.27820909940863,-608762.3754120467,-1314619912.8733082,2493.805401810799,-1253647291.0117218,-291058.95195707394,-2179.858846185468,-2142.8142566081583,-75.27820909940863,2416.894710454248,3.5171033209191744,-2306.6751524694805,1418.9331819520037,-2497.874052724085,-0.04659447444316756,11080.317330170523,6257.499123442589,-608762.3754120467,3.5171033209191744,1993.767619962865,11423882.096891526,-5.182464069997655,11346834.96025474,953.2605854969029,32797439.955314826,4406705.284751179,-1314619912.8733082,-2306.6751524694805,11423882.096891526,140548247043.6853,-27471.6240400314,142063942438.46762,5462126.284308625,-1324.664433905477,-1285.4814636962008,2493.805401810799,1418.9331819520037,-5.182464069997655,-27471.6240400314,833.0710457176563,-26872.725467210177,-3.4924162303379824,31840941.83387135,3625029.1080256663,-1253647291.0117218,-2497.874052724085,11346834.96025474,142063942438.46762,-26872.725467210177,143637238301.78436,5425291.423731755,5299.249857608877,2993.335279248102,-291058.95195707394,-0.04659447444316756,953.2605854969029,5462126.284308625,-3.4924162303379824,5425291.423731755,455.7745769805575
group_77,ET_3,219087.92771462072,200242.1478821541,-14918265.44722003,-2840.8749246635125,23071.296974476118,58872077.74453388,376.48093072075096,56481293.597638845,11870.057273697768,200242.1478821541,186300.71114114742,-13748981.344687762,-225.17505641118805,18817.84810414572,30736281.799895678,1229.9120752953,28482869.470044054,9710.560361571159,-14918265.44722003,-13748981.344687762,1022456421.1143987,-366.4908140608635,-1533123.766960144,-3557323698.968546,-108427.75960826743,-3391157240.4512644,-791404.6329131873,-2840.8749246635125,-225.17505641118805,-366.4908140608635,6554.109130159173,-175.53600671957747,-3659.427382885902,2877.500862700074,-4149.36383352552,0.3031120986596498,23071.296974476118,18817.84810414572,-1533123.766960144,-175.53600671957747,4644.0743298627885,28529544.639113326,250.11774021724534,28331299.755336978,2394.9832363569067,58872077.74453388,30736281.799895678,-3557323698.968546,-3659.427382885902,28529544.639113326,377689363137.4116,2003519.355321779,381735279534.8981,14729934.964956194,376.48093072075096,1229.9120752953,-108427.75960826743,2877.500862700074,250.11774021724534,2003519.355321779,1286.406113274341,1989130.2545765052,169.0361541364437,56481293.597638845,28482869.470044054,-3391157240.4512644,-4149.36383352552,28331299.755336978,381735279534.8981,1989130.2545765052,385936560850.3186,14627646.338452902,11870.057273697768,9710.560361571159,-791404.6329131873,0.3031120986596498,2394.9832363569067,14729934.964956194,169.0361541364437,14627646.338452902,1236.3704814091184
group_78,ET_1,3070.1802028307156,11148.530592744377,-539571.0874838596,417.6934663265949,272.7921552197351,1865310.316576926,-1024.174744962144,1775829.6828110763,420.9173673891082,11148.530592744377,42203.61713732611,-2081505.0351034799,486.65461712312,-72.16329620796347,6911063.237446316,-3784.2757084986383,6564849.97797604,1609.7537446261372,-539571.0874838596,-2081505.0351034799,103551658.9707877,-39.38016741485852,28317.02118177517,-364717110.64152485,188399.23716818015,-347443633.3571815,-81387.67772977166,417.6934663265949,486.65461712312,-39.38016741485852,674.7916927941508,677.6054677519323,-332.8883360374528,-80.58862798014694,-379.2309608819805,0.02786381268645912,272.7921552197351,-72.16329620796347,28317.02118177517,677.6054677519323,695.8878334738257,-522803.4655315266,21.760409036281743,-518997.81707123085,-44.32172509623566,1865310.316576926,6911063.237446316,-364717110.64152485,-332.8883360374528,-522803.4655315266,38098523878.23041,-3470606.151202268,38500263867.38055,1498003.0787156196,-1024.174744962144,-3784.2757084986383,188399.23716818015,-80.58862798014694,21.760409036281743,-3470606.151202268,691.8126325326903,-3444998.1034098975,-294.6403532527703,1775829.6828110763,6564849.97797604,-347443633.3571815,-379.2309608819805,-518997.81707123085,38500263867.38055,-3444998.1034098975,38917809699.45203,1486918.0903497306,420.9173673891082,1609.7537446261372,-81387.67772977166,0.02786381268645912,-44.32172509623566,1498003.0787156196,-294.6403532527703,1486918.0903497306,127.25378311545623
group_78,ET_2,858.6010653853875,887.8705792398694,-6229.502275840027,-23.40292188908791,-252.23148442882695,104437.58517872979,5.03373511274221,103603.79799204614,9.143488489081047,887.8705792398694,986.7992183292276,-9006.543673264297,-18.66072970608161,-260.30391799582515,127208.12068307909,-56.32253382919577,126048.91325277108,11.805810295543559,-6229.502275840027,-9006.543673264297,157223.9035271212,0.27473189702016637,1747.825308925353,-725732.1099605137,1707.6432298801897,-702365.5733218202,-128.08881611282044,-23.40292188908791,-18.66072970608161,0.27473189702016637,1.1975750569106638,6.792273220113124,-0.21779053510025415,-6.3491037664312735,-0.2901340666741775,-2.6640397505068665e-05,-252.23148442882695,-260.30391799582515,1747.825308925353,6.792273220113124,74.35743800696831,-33810.794277435,0.21065102615453457,-33603.51933590575,-2.7701719213211993,104437.58517872979,127208.12068307909,-725732.1099605137,-0.21779053510025415,-33810.794277435,99940582.15505531,-43316.93493037611,101252827.88202824,3438.521767878552,5.03373511274221,-56.32253382919577,1707.6432298801897,-6.3491037664312735,0.21065102615453457,-43316.93493037611,74.13988263876638,-43298.751508935355,-2.9529990737721645,103603.79799204614,126048.91325277108,-702365.5733218202,-0.2901340666741775,-33603.51933590575,101252827.88202824,-43298.751508935355,102601127.18685347,3440.6791111272305,9.143488489081047,11.805810295543559,-128.08881611282044,-2.6640397505068665e-05,-2.7701719213211993,3438.521767878552,-2.9529990737721645,3440.6791111272305,0.22584632507341187
group_78,ET_3,3222.762974177641,11965.420569020898,-580990.5278892074,-325.6263277908351,-640.2872022285295,2171454.268735252,-1312.0855866723248,2075865.7490928848,461.04640216787175,11965.420569020898,45946.56474072427,-2244569.917520697,-187.3042974545196,-1089.33324996091,8125790.604389551,-5220.321911827873,7755254.773579794,1768.6018928591575,-580990.5278892074,-2244569.917520697,109774478.0189372,-35.613561307498316,41395.059237740876,-391345598.52354646,256663.89066366007,-373110413.0854508,-86406.79911612037,-325.6263277908351,-187.3042974545196,-35.613561307498316,720.115887563674,926.9565319208878,-345.5968689503658,-126.90787027432138,-394.75909186345996,0.028217479554455437,-640.2872022285295,-1089.33324996091,41395.059237740876,926.9565319208878,1224.3827661943396,-774339.0805569177,29.737637775548208,-768959.7502364236,-65.0231555736158,2171454.268735252,8125790.604389551,-391345598.52354646,-345.5968689503658,-774339.0805569177,41536763177.9821,-4798079.0217147125,41981787859.52883,1619832.9084033736,-1312.0855866723248,-5220.321911827873,256663.89066366007,-126.90787027432138,29.737637775548208,-4798079.0217147125,1218.6508816418789,-4764455.994984679,-403.06217579197164,2075865.7490928848,7755254.773579794,-373110413.0854508,-394.75909186345996,-768959.7502364236,41981787859.52883,-4764455.994984679,42443897658.150505,1608597.3119980886,461.04640216787175,1768.6018928591575,-86406.79911612037,0.028217479554455437,-65.0231555736158,1619832.9084033736,-403.06217579197164,1608597.3119980886,135.80023666809302
group_79,ET_1,134468.4317887838,-36293.34678264009,-18417505.2544696,-2809.74060971391,34540.42786457957,154790492.17741892,2194.7040006916527,152013593.15505874,18947.095714519324,-36293.34678264009,40930.10573397133,2076227.5553454307,742.7859877055016,-17820.43326679046,-164088907.24199116,-1403.1235284648637,-164086896.9443432,-9797.788812895215,-18417505.2544696,2076227.5553454307,2800895716.9745317,-1793.411717542459,-3938103.2614777884,-9719059765.286324,-385066.3631489614,-9263070948.83586,-2168216.0107773924,-2809.74060971391,742.7859877055016,-1793.411717542459,17934.58347879149,-844.6492577850374,-20276.244429997292,7314.394250791015,-21889.556904706005,0.5990094266681902,34540.42786457957,-17820.43326679046,-3938103.2614777884,-844.6492577850374,11192.861673963427,72856623.19289781,732.8328844461562,72339410.64643274,6142.616878567976,154790492.17741892,-164088907.24199116,-9719059765.286324,-20276.244429997292,72856623.19289781,1027527225886.5972,6842862.141929815,1038487410172.8887,40162606.25844933,2194.7040006916527,-1403.1235284648637,-385066.3631489614,7314.394250791015,732.8328844461562,6842862.141929815,3087.2582392363724,6787027.383183717,593.5842009818759,152013593.15505874,-164086896.9443432,-9263070948.83586,-21889.556904706005,72339410.64643274,1038487410172.8887,6787027.383183717,1049871215571.9941,39878726.411350325,18947.095714519324,-9797.788812895215,-2168216.0107773924,0.5990094266681902,6142.616878567976,40162606.25844933,593.5842009818759,39878726.411350325,3383.1220493009796
group_79,ET_2,131656.59567096445,-43678.82347623953,-17382971.212574504,955.234904620227,35974.1594992691,150932743.06734425,-6011.5257233904995,148322365.20219636,18131.950086972407,-43678.82347623953,47944.920520372994,2769686.7154967287,-5506.658931908854,-21023.6215726203,-166753546.91345912,839.8949011903508,-166639878.9895764,-10347.286861735633,-17382971.212574504,2769686.7154967287,2572756384.6103044,-1303.3992564825396,-3933714.8692196575,-8894591310.278503,713046.3149832644,-8475903864.891891,-1988467.112247179,955.234904620227,-5506.658931908854,-1303.3992564825396,16431.082772499383,1586.122559203086,-13942.525705338756,8590.547812800294,-15316.765027951758,-0.4882713617962287,35974.1594992691,-21023.6215726203,-3933714.8692196575,1586.122559203086,12299.613347116994,72783262.10515352,-1374.942573561658,72266632.35401624,6135.827158908365,150932743.06734425,-166753546.91345912,-8894591310.278503,-13942.525705338756,72783262.10515352,937476796850.6008,-13220127.518552568,947445401690.7136,36701759.608275935,-6011.5257233904995,839.8949011903508,713046.3149832644,8590.547812800294,-1374.942573561658,-13220127.518552568,4891.453158718852,-13127249.366326684,-1113.7256957191137,148322365.20219636,-166639878.9895764,-8475903864.891891,-15316.765027951758,72266632.35401624,947445401690.7136,-13127249.366326684,957801156179.5632,36438999.767464496,18131.950086972407,-10347.286861735633,-1988467.112247179,-0.4882713617962287,6135.827158908365,36701759.608275935,-1113.7256957191137,36438999.767464496,3099.583342477372
group_79,ET_3,130010.96468315112,-52349.18199951817,-16227854.196362117,-2399.553954315229,38144.39502889512,147078567.48561618,1586.8782055196305,144657870.1877308,17241.0256610615,-52349.18199951817,53303.39512561314,3538169.3924630126,832.8586534901157,-24156.50714648012,-169342255.15513244,-1498.754751162221,-169103112.14038172,-10938.406432495178,-16227854.196362117,3538169.3924630126,2311213955.8600097,-1468.0651138449814,-3941667.490203594,-8011574377.095301,-332664.3952756098,-7635758994.811223,-1786926.5385215513,-2399.553954315229,832.8586534901157,-1468.0651138449814,14784.601425934834,-746.4894448644943,-21118.739019324043,10067.426886351972,-22513.20296776288,-0.0017050727497930837,38144.39502889512,-24156.50714648012,-3941667.490203594,-746.4894448644943,13593.85009094754,72936094.13152742,646.1539053889456,72418512.02591106,6147.913042862939,147078567.48561618,-169342255.15513244,-8011574377.095301,-21118.739019324043,72936094.13152742,847225160655.4243,6387621.50177766,856264273360.5225,33110876.155913725,1586.8782055196305,-1498.754751162221,-332664.3952756098,10067.426886351972,646.1539053889456,6387621.50177766,6953.767524617439,6347922.82657772,523.5693701651181,144657870.1877308,-169103112.14038172,-7635758994.811223,-22513.20296776288,72418512.02591106,856264273360.5225,6347922.82657772,865652638945.2255,32877051.473590344,17241.0256610615,-10938.406432495178,-1786926.5385215513,-0.0017050727497930837,6147.913042862939,33110876.155913725,523.5693701651181,32877051.473590344,2788.177802027353
group_80,ET_1,440.8559937908315,9640.426920818563,-447540.17326141644,-194.94030877679228,-426.16730683589765,1738044.076708537,227.15724823715436,1665143.6455157225,357.00345810017825,9640.426920818563,217660.6608481148,-10094361.83906716,145.68675057855415,-10150.748389341497,35529539.6289566,3638.2658198819263,33893184.29499164,7831.953249898937,-447540.17326141644,-10094361.83906716,468656810.13775426,-118.37540956470555,469511.798999594,-1626765615.2066946,-170733.77763119308,-1550343886.8193827,-363186.6308375099,-194.94030877679228,145.68675057855415,-118.37540956470555,3003.3765281019705,-544.4255389961086,-1203.8842871986776,-913.4837830412573,-1407.6941860832071,0.0727323482200542,-426.16730683589765,-10150.748389341497,469511.798999594,-544.4255389961086,1045.5459546112027,-8685319.106797127,-178.87972280101192,-8623576.978931686,-732.4709986154917,1738044.076708537,35529539.6289566,-1626765615.2066946,-1203.8842871986776,-8685319.106797127,171780975812.30878,3161668.2474189284,173611197500.61856,6718589.313983869,227.15724823715436,3638.2658198819263,-170733.77763119308,-913.4837830412573,-178.87972280101192,3161668.2474189284,403.1561452481945,3139323.5319394316,266.44704940085694,1665143.6455157225,33893184.29499164,-1550343886.8193827,-1407.6941860832071,-8623576.978931686,173611197500.61856,3139323.5319394316,175512295845.59738,6670848.45211909,357.00345810017825,7831.953249898937,-363186.6308375099,0.0727323482200542,-732.4709986154917,6718589.313983869,266.44704940085694,6670848.45211909,566.6054097898237
group_80,ET_2,883.5258088786569,2927.58360904486,-157911.0069269504,882.0175432982016,-355.2160611297743,600976.7383219752,-214.3531417460985,575233.2204690301,125.23189187206064,2927.58360904486,67407.10025186065,-3336339.3413484767,-283.0026737393803,-3117.67490382425,7940131.034590122,1419.2864898951455,7390298.008429406,2391.668286336314,-157911.0069269504,-3336339.3413484767,166426943.17941585,-39.90828239229612,171187.16096341528,-571893480.1563429,-71524.21575385622,-544660761.0710328,-128813.48017598994,882.0175432982016,-283.0026737393803,-39.90828239229612,1060.6750874516663,-227.0674330375514,-430.52428921805324,-341.3945826457491,-502.6687269341676,0.02221948050144695,-355.2160611297743,-3117.67490382425,171187.16096341528,-227.0674330375514,401.991713716121,-3118579.995549634,-74.61434188206964,-3095194.124017638,-265.92432054155034,600976.7383219752,7940131.034590122,-571893480.1563429,-430.52428921805324,-3118579.995549634,59586911211.44053,1304038.6664762632,60213263787.18384,2346705.5576467365,-214.3531417460985,1419.2864898951455,-71524.21575385622,-341.3945826457491,-74.61434188206964,1304038.6664762632,171.6156485560052,1294305.6828904485,111.1367028262014,575233.2204690301,7390298.008429406,-544660761.0710328,-502.6687269341676,-3095194.124017638,60213263787.18384,1294305.6828904485,60864380006.88936,2329116.467981134,125.23189187206064,2391.668286336314,-128813.48017598994,0.02221948050144695,-265.92432054155034,2346705.5576467365,111.1367028262014,2329116.467981134,200.10445422449456
group_80,ET_3,1045.1828436633994,1792.344613008465,-91890.36533830206,-680.0044228047021,-19.889380873303974,623765.9290141594,222.60496100570546,609364.6661234958,87.28939465387579,1792.344613008465,43610.73446505773,-1819838.545943964,311.4239683184508,-1969.4889506960862,8951105.446464026,436.0048617328898,8663116.67588916,1541.9909458566403,-91890.36533830206,-1819838.545943964,76966260.09204045,-20.8722889112492,74737.14872368748,-271151885.3668286,-20305.26419497012,-258666370.83210915,-59754.669971198215,-680.0044228047021,311.4239683184508,-20.8722889112492,497.27881844594594,-65.31736347199345,-197.3737752139836,-141.06981300310417,-231.02997622620902,0.014271226213412355,-19.889380873303974,-1969.4889506960862,74737.14872368748,-65.31736347199345,155.37155122998064,-1414511.6679432439,-21.456320451697962,-1405264.2101696066,-117.35192709922721,623765.9290141594,8951105.446464026,-271151885.3668286,-197.3737752139836,-1414511.6679432439,29186274715.372284,387569.70549241744,29503101736.156918,1130363.6620035314,222.60496100570546,436.0048617328898,-20305.26419497012,-141.06981300310417,-21.456320451697962,387569.70549241744,50.911742128204935,385122.91296305537,31.961880126708753,609364.6661234958,8663116.67588916,-258666370.83210915,-231.02997622620902,-1405264.2101696066,29503101736.156918,385122.91296305537,29831848195.727875,1122961.436171122,87.28939465387579,1541.9909458566403,-59754.669971198215,0.014271226213412355,-117.35192709922721,1130363.6620035314,31.961880126708753,1122961.436171122,93.81341539943858
group_81,ET_1,637.6749913053081,12636.103969439622,-753157.1498669495,29.44341380191204,-740.3177486399704,-2101030.2639319547,-131.11100756201424,-2232289.970501324,334.1993027088338,12636.103969439622,305407.9095129215,-17876786.532021713,-2298.4798477235468,-32019.784788660323,71332910.14328255,-3122.695517398055,68455149.70598403,14297.880362393655,-753157.1498669495,-17876786.532021713,1050258504.3020653,161.88455333408282,1809557.549557082,-3642388449.1147223,268822.6763197631,-3471113807.5845957,-813672.2356097697,29.44341380191204,-2298.4798477235468,161.88455333408282,6727.810771095979,650.2513841449525,-4550.079409389114,-4691.582362714326,-5080.986047546874,0.20015086969451443,-740.3177486399704,-32019.784788660323,1809557.549557082,650.2513841449525,6338.927824524297,-33445080.58130773,478.5557305616045,-33206715.57657482,-2821.8853788473375,-2101030.2639319547,71332910.14328255,-3642388449.1147223,-4550.079409389114,-33445080.58130773,384226022509.192,-4953095.520142376,388315425813.6147,15035144.5960486,-131.11100756201424,-3122.695517398055,268822.6763197631,-4691.582362714326,478.5557305616045,-4953095.520142376,3410.040016956023,-4917032.415920783,-419.19475741811476,-2232289.970501324,68455149.70598403,-3471113807.5845957,-5080.986047546874,-33206715.57657482,388315425813.6147,-4917032.415920783,392563434415.4532,14927874.0945881,334.1993027088338,14297.880362393655,-813672.2356097697,0.20015086969451443,-2821.8853788473375,15035144.5960486,-419.19475741811476,14927874.0945881,1268.8089784065928
group_81,ET_2,552.814531334629,10739.935665905394,-633723.3159137061,-263.7373228062563,-453.490899915437,-2583720.7197650517,260.0920415700018,-2695497.7413263046,237.44106696288327,10739.935665905394,273119.8985668755,-15946631.672166297,-2832.0715537603282,-25784.197062709365,63560859.29452459,7307.5763661012115,60998297.91993081,12735.75323141463,-633723.3159137061,-15946631.672166297,936679290.5315294,-2.491447981977313,1488563.999940529,-3246476752.125456,-321278.29714299756,-3093904530.95775,-724913.2596576634,-263.7373228062563,-2832.0715537603282,-2.491447981977313,5995.097051467859,-777.5916522796044,-6413.70080692829,-3520.6411084894803,-6917.8943209769195,-0.2648412794015854,-453.490899915437,-25784.197062709365,1488563.999940529,-777.5916522796044,4867.527977064556,-27512014.201712098,-572.3885405133495,-27315808.090172242,-2321.6293347769024,-2583720.7197650517,63560859.29452459,-3246476752.125456,-6413.70080692829,-27512014.201712098,342689164821.9754,5946685.077416368,346338729068.115,13405539.660427902,260.0920415700018,7307.5763661012115,-321278.29714299756,-3520.6411084894803,-572.3885405133495,5946685.077416368,2289.657920659392,5904734.049847579,501.3578193976806,-2695497.7413263046,60998297.91993081,-3093904530.95775,-6917.8943209769195,-27315808.090172242,346338729068.115,5904734.049847579,350129700559.8171,13310148.022928001,237.44106696288327,12735.75323141463,-724913.2596576634,-0.2648412794015854,-2321.6293347769024,13405539.660427902,501.3578193976806,13310148.022928001,1130.7940965208534
group_81,ET_3,775.9433986695248,15386.916030196156,-900667.3971579948,-266.04984210936396,-821.5646340473829,-1315154.733290854,22.613048563495312,-1469780.2482420534,462.6436837145101,15386.916030196156,350491.1883861033,-20262324.84647725,-3033.4570201055903,-28755.232793356827,83994560.08346376,-1691.797680664983,80736883.93159465,16377.317161873741,-900667.3971579948,-20262324.84647725,1177700337.4142222,162.06342445864706,1594831.322378458,-4089984972.2008295,160164.03444055226,-3897770461.140925,-913278.5659358142,-266.04984210936396,-3033.4570201055903,162.06342445864706,7552.238546890834,388.32784082357875,-9039.831129214948,-2942.460867722034,-9699.58275043991,0.16061342212999005,-821.5646340473829,-28755.232793356827,1594831.322378458,388.32784082357875,4364.905824441289,-29496046.75653459,285.8905316005093,-29286235.68778693,-2488.060044416385,-1315154.733290854,83994560.08346376,-4089984972.2008295,-9039.831129214948,-29496046.75653459,431727172102.5518,-2975915.527725272,436324805044.9108,16888890.011667673,22.613048563495312,-1691.797680664983,160164.03444055226,-2942.460867722034,285.8905316005093,-2975915.527725272,1190.416092162881,-2954867.890646802,-250.41260466817855,-1469780.2482420534,80736883.93159465,-3897770461.140925,-9699.58275043991,-29286235.68778693,436324805044.9108,-2954867.890646802,441100592368.3754,16768686.242622819,462.6436837145101,16377.317161873741,-913278.5659358142,0.16061342212999005,-2488.060044416385,16888890.011667673,-250.41260466817855,16768686.242622819,1424.7576985561323
group_82,ET_1,518.6489293257415,-9761.790352648473,468312.0906781959,-10.433412808504736,-1404.7288222805073,-6254295.65439624,93.08947299959063,-6185617.6856503375,-609.7575485581198,-9761.790352648473,254906.69175579565,-12200851.829191688,883.6935694549866,22798.788221374594,45193384.77415369,-969.7074532808581,43091472.500336915,9880.687555072049,468312.0906781959,-12200851.829191688,584453994.2503089,-342.01254510234423,-1093093.2927700854,-2167728928.040927,78079.6655988173,-2066520715.4837155,-474617.73571981984,-10.433412808504736,883.6935694549866,-342.01254510234423,3989.9560661996147,194.10066806601756,-2913.493055257982,2984.931878260137,-3224.9606761320256,0.16896710198283454,-1404.7288222805073,22798.788221374594,-1093093.2927700854,194.10066806601756,4001.111924893233,20597622.29695315,-141.80443941221236,20450913.593512297,1733.345796972766,-6254295.65439624,45193384.77415369,-2167728928.040927,-2913.493055257982,20597622.29695315,228631707813.8588,-1495808.3745725267,231065409661.59906,8946143.50874722,93.08947299959063,-969.7074532808581,78079.6655988173,2984.931878260137,-141.80443941221236,-1495808.3745725267,2253.7008072888475,-1485846.3090608912,-124.50598324869065,-6185617.6856503375,43091472.500336915,-2066520715.4837155,-3224.9606761320256,20450913.593512297,231065409661.59906,-1485846.3090608912,233593479979.76767,8882493.044673001,-609.7575485581198,9880.687555072049,-474617.73571981984,0.16896710198283454,1733.345796972766,8946143.50874722,-124.50598324869065,8882493.044673001,752.6825325300756
group_82,ET_2,900.8283421692548,-8345.286940773103,388251.4823599497,478.7438809240121,-985.4741363422391,-6013319.907038705,459.3244269077426,-5958298.769522592,-548.3683042701249,-8345.286940773103,146449.9561609958,-6577946.392424831,1957.3160637460967,10863.126665844948,29151041.640427656,-1331.3673700027364,28023457.12831004,5586.209019384962,388251.4823599497,-6577946.392424831,299863649.52570266,-33.9478709292421,-464494.6438077368,-1113743390.7058928,100105.12831654125,-1061584472.4407628,-244132.56856721328,478.7438809240121,1957.3160637460967,-33.9478709292421,2052.821200058955,246.66586634291394,-1001.4642644674595,1006.1691708104142,-1142.2648543740777,0.05483268775292034,-985.4741363422391,10863.126665844948,-464494.6438077368,246.66586634291394,1429.9301886649234,8718911.226954602,-180.7058927350335,8655694.162933562,736.2729054235726,-6013319.907038705,29151041.640427656,-1113743390.7058928,-1001.4642644674595,8718911.226954602,117070062313.8774,-1874805.8559101408,118311944327.9914,4588979.200360527,459.3244269077426,-1331.3673700027364,100105.12831654125,1006.1691708104142,-180.7058927350335,-1874805.8559101408,558.1299441014639,-1861159.4823702115,-158.5566394972027,-5958298.769522592,28023457.12831004,-1061584472.4407628,-1142.2648543740777,8655694.162933562,118311944327.9914,-1861159.4823702115,119602236434.91585,4555875.910556385,-548.3683042701249,5586.209019384962,-244132.56856721328,0.05483268775292034,736.2729054235726,4588979.200360527,-158.5566394972027,4555875.910556385,387.1258263918313
group_82,ET_3,879.7042721334011,-7449.678824777027,379100.2788704621,-531.9354626786919,-1066.8565060492574,-5809391.538588591,-561.076117931053,-5755297.7763281325,-532.4899843932145,-7449.678824777027,117023.33476742811,-5891658.903582072,1649.548739826579,9274.644741383987,15727182.597911872,2919.754333817005,14696946.747707792,4458.433684429285,379100.2788704621,-5891658.903582072,301528741.30849075,495.5848455339398,-520671.7856598658,-1121542929.9236944,-102544.57075244548,-1069403893.3210948,-244893.8888694556,-531.9354626786919,1649.548739826579,495.5848455339398,2060.7714438337257,-253.6733020252084,-1055.3657148045481,1307.875004613247,-1193.2519613346972,-0.06030706651565641,-1066.8565060492574,9274.644741383987,-520671.7856598658,-253.6733020252084,1789.3130932704073,9864735.909825627,185.92403681945615,9795916.974420866,826.7498974737815,-5809391.538588591,15727182.597911872,-1121542929.9236944,-1055.3657148045481,9864735.909825627,118681150669.51398,1939695.3552033226,119949093137.1348,4635138.50999932,-561.076117931053,2919.754333817005,-102544.57075244548,1307.875004613247,185.92403681945615,1939695.3552033226,898.507033118439,1925851.0981659899,163.10074488735233,-5755297.7763281325,14696946.747707792,-1069403893.3210948,-1193.2519613346972,9795916.974420866,119949093137.1348,1925851.0981659899,121265921535.1085,4602664.042347895,-532.4899843932145,4458.433684429285,-244893.8888694556,-0.06030706651565641,826.7498974737815,4635138.50999932,163.10074488735233,4602664.042347895,388.7769875398526
group_83,ET_1,153.51635224810144,-4921.561672307621,286907.6918968502,108.84008869092023,299.419534021318,6030363.725816782,33.94319274333293,6091134.165235826,146.95628802839906,-4921.561672307621,604208.5198494598,-34777592.55333948,-3837.7210187334967,54752.49321250171,127300320.04878789,-5921.338827020332,121693703.98415226,27161.77647936797,286907.6918968502,-34777592.55333948,2005934169.7585478,561.8141772843205,-3130337.89069617,-6938048766.925689,226774.79265215216,-6611730055.861004,-1550241.9897352073,108.84008869092023,-3837.7210187334967,561.8141772843205,12813.52711542631,313.98321568836565,-12418.276355565507,6521.012836530197,-13466.7224140548,-0.546477314797086,299.419534021318,54752.49321250171,-3130337.89069617,313.98321568836565,9861.975454080355,57824664.4161372,-553.0334869525303,57411950.07090317,4880.118846657038,6030363.725816782,127300320.04878789,-6938048766.925689,-12418.276355565507,57824664.4161372,731747220340.69,-4186805.923637607,739534115386.2128,28636442.094173446,33.94319274333293,-5921.338827020332,226774.79265215216,6521.012836530197,-553.0334869525303,-4186805.923637607,3370.2131757086117,-4157420.6605004305,-353.2900013991451,6091134.165235826,121693703.98415226,-6611730055.861004,-13466.7224140548,57411950.07090317,739534115386.2128,-4157420.6605004305,747623079159.4462,28432058.762361765,146.95628802839906,27161.77647936797,-1550241.9897352073,-0.546477314797086,4880.118846657038,28636442.094173446,-353.2900013991451,28432058.762361765,2416.7861138711028
