folder,kl_12,kl_13,kl_23
output_148,17.61536735492248,5.328685908263063,240.16969443920493
output_149,17.59144792282644,5.332182510625248,240.19501107369246
output_150,18.30267380063329,8.704518211769528,243.30424782318988
output_151,16.6236532386906,5.402085838228308,241.1304042600807
output_152,17.897678648254672,5.302788854255395,239.8625631828882
output_153,17.27393561802871,5.35493004514799,240.50215679407066
output_154,17.24414348776248,5.357797828982795,240.5325777194389
output_155,16.92527351150424,5.383298932998041,240.84371566322218
output_156,17.870560863173367,5.3055654325109,239.8991521464041
output_157,18.085740846026752,5.280236617435138,239.59549616864697
output_158,17.900185435525266,5.300805229418563,239.85737606801388
output_159,17.935155381379783,5.2989805858204875,239.81240790743556
output_160,18.15565977967891,5.271788752192247,239.49365844370203
output_161,16.882298117520385,5.3864027880377385,240.88508424078603
output_162,18.42654678785012,11.768651825764895,114.38584976961133
output_163,18.25859648317092,7.095781612653388,241.67862582406016
output_164,18.34218590024972,9.75066414853883,187.61150407310572
output_165,17.288821390187472,5.353791779637945,240.48729533241118
output_166,18.042484898136188,5.286144807427329,239.66124610645016
output_167,17.813908487219745,5.311088591625024,239.96795963794963
output_168,17.371415356736293,5.349771165704134,240.4095446774267
output_169,17.844009696713584,5.307597990211066,239.93469581995228
output_170,17.79650776994078,5.313116143469159,239.98673860977044
output_171,16.455773713793555,5.410830394174516,241.28821206232357
output_172,17.12410248727204,5.368658015581804,240.65073374245634
output_173,17.269749838324113,5.357377813568808,240.5084544213206
output_174,17.58432806575516,5.331097455228676,240.20059157012616
output_175,17.817837650317635,5.3109088308098436,239.96498133985887
output_176,16.711397092459666,5.397281196683357,241.04848591050944
output_177,15.985717458394635,5.4380564552522195,241.73744878756153
output_178,17.94092288665074,5.2963213041731425,239.80081179374662
output_179,16.824614494275668,5.389266827909264,240.94030555489329
output_180,15.540889686539252,5.461779473920851,242.1650237561302
output_181,15.693561140501195,5.454067414896905,242.0185296480918
output_182,17.91216373531074,5.301398347106108,239.8435431030553
output_183,17.39356027173605,5.348169849152246,240.38873710548
output_184,15.859585164910104,5.444919845340014,241.8585812974063
output_185,17.02312746219526,5.37653076073741,240.74911417426642
output_186,18.263348229412617,7.122180755592538,241.70243122699628
output_187,17.90800166101662,5.2993934622353525,239.84512574508125
output_188,17.556081467196286,5.334472578043666,240.22930462821625
output_189,17.635312837322832,5.327950996522153,240.15091016227436
output_190,16.882145099561836,5.386543663909631,240.8851301180473
output_191,18.326190413901973,9.268451480575377,209.36119228624204
output_192,15.985509731732783,5.438120347080849,241.73784938563844
output_193,18.125506788064452,5.276562984357016,239.54130238304748
output_194,18.274636525504324,7.917602450624635,242.52653793425674
output_195,18.40826424839117,11.43698652837819,137.50574595498574
output_196,17.970070416020345,5.294845157976464,239.763624178488
output_197,15.810169728222263,5.4478184818744815,241.9061995638849
output_198,17.727970698674557,5.318681295684016,240.0565837991883
output_199,17.808508714329577,5.310984764338102,239.9735803546739
